ORGANISATION_NAME,SUBURB,STATE,POSTCODE,LONGITUDE,LATITUDE,NHSD_SERVICE_TYPE,GA_CLASS
Grand Medical Centre,Forest Lake,QLD,4078,152.96787938,-27.62723213,General practice service,GP
Living Strong Program - Salisbury,Salisbury,QLD,4107,153.03007323,-27.54430401,Aboriginal and Torres Strait Islander health service,GP
Boronia Medical Centre,Boronia,VIC,3155,145.28269958496100,-37.86276626586910,General practice service,GP
Bay Village Medical Centre,Killarney Vale,NSW,2261,151.46131896972700,-33.366214752197300,General practice service,GP
East Canberra General Practice,Canberra Airport,ACT,2609,149.19021606445300,-35.29509735107420,General practice service,GP
West Beach Medical Clinic,West Beach,SA,5024,138.5049591064450,-34.93694305419920,General practice service,GP
Balsam Medical Centre,Hoxton Park,NSW,2171,150.857025,-33.927071,General practice service,GP
Earlwood Health And Medical Centre,Earlwood,NSW,2206,151.12368774414100,-33.926536560058600,General practice service,GP
Woolloongabba Medical Centre & Skin Cancer Clinic,Kangaroo Point,QLD,4169,153.03882943,-27.48472756,General practice service,GP
Maternal And Child Health Centre - Glen Iris East,Glen Iris,VIC,3146,145.08108520507800,-37.849334716796900,"Maternal, child and family health service",GP
Banora Point Community Centre,Banora Point,NSW,2486,153.53027719,-28.21499671,"Maternal, child and family health service",GP
Nowell Medical Practice,Wolli Creek,NSW,2205,151.1542205810550,-33.92993927001950,General practice service,GP
Health Hub Family Gp,Glenelg,SA,5045,138.51612854003900,-34.97980499267580,General practice service,GP
South Lake Family Practice,South Lake,WA,6164,115.82776,-32.10675,General practice service,GP
Two Rocks Medical Centre,Two Rocks,WA,6037,115.58501707,-31.49434456,General practice service,GP
Firstcare 7 Day Doctors Brisbane Cbd,Brisbane City,QLD,4000,153.0244140625,-27.47023582458500,General practice service,GP
Intelligent Ageing,Neutral Bay,NSW,2089,151.2214813232420,-33.8319206237793,General practice service,GP
Medisurge Surgery,Wheelers Hill,VIC,3150,145.17889404296900,-37.90590286254880,General practice service,GP
Bentleigh Doctors,Bentleigh,VIC,3204,145.03356908,-37.91821013,General practice service,GP
Dr. Pereira's Surgery,Springvale,VIC,3171,145.150698,-37.94869,General practice service,GP
Reservoir Medical Group,Reservoir,VIC,3073,145.0284777,-37.7247188,General practice service,GP
Dunedoo Medical Centre,Dunedoo,NSW,2844,149.397094,-32.017044,General practice service,GP
Hornsby Mall Medical Centre,Hornsby,NSW,2077,151.1015053,-33.70438495,General practice service,GP
South Eastern Sydney Lhd - St George And Sutherland Child And Family Health Nursing Service,Caringbah,NSW,2229,151.1147835,-34.03747746,"Maternal, child and family health service",GP
Smithfield Central Doctors,Smithfield,QLD,4878,145.69408553,-16.83827223,General practice service,GP
Life Medical Clinic Bexley,Bexley North,NSW,2207,151.11497497558600,-33.93905258178710,General practice service,GP
Namoi Medical Services,Narrabri,NSW,2390,149.78201293945300,-30.324241638183600,General practice service,GP
East Maddington Child Health Centre,Maddington,WA,6109,116.00412337,-32.05542615,"Maternal, child and family health service",GP
The Glen Superclinic,Glen Waverley,VIC,3150,145.165208,-37.876301,General practice service,GP
Grafton Early Childhood Health Centre,Grafton,NSW,2460,152.93635385,-29.68982193,"Maternal, child and family health service",GP
Durham Road Clinic,Sunshine,VIC,3020,144.82801818847700,-37.78840255737310,General practice service,GP
Milperra Medical Centre,Milperra,NSW,2214,150.98886786,-33.93821162,General practice service,GP
Centre For Developmental Disability Health  (Cddh),Doveton,VIC,3177,145.23878479003900,-37.99215316772460,General practice service,GP
Colleges Crossing Family Practice,Karana Downs,QLD,4306,152.81349182128900,-27.553184509277300,General practice service,GP
Dunstan Dental & Medical,Clayton,VIC,3168,145.11871337890600,-37.92506790161130,General practice service,GP
Coonamble Aboriginal Health Service,Coonamble,NSW,2829,148.3881718,-30.95162228,Aboriginal and Torres Strait Islander health service,GP
Choice Of Living Health Centre,Greenacres,SA,5086,138.62962341308600,-34.871185302734400,General practice service,GP
Good Samaritan Medical & Dental,Sylvania,NSW,2224,151.09674798,-34.01038547,General practice service,GP
Kang Nam Surgery,Eastwood,NSW,2122,151.084473,-33.791115,General practice service,GP
Peninsula Skin Cancer Centre Frankston,Frankston,VIC,3199,145.1221606,-38.1372125,General practice skin cancer service,GP
Yirs One Stop Youth Shop Inc,Mackay,QLD,4740,149.18644511,-21.14159569,"Maternal, child and family health service",GP
Mornington Island Primary Health Care Centre - Renal Services,Wellesley Islands,QLD,4892,139.17523994,-16.66319113,Nurse practitioner led clinic,GP
Mittagong Doctors,Mittagong,NSW,2575,150.43821338,-34.44724151,General practice service,GP
Whyalla Child And Family Health Centre,Whyalla Playford,SA,5600,137.56703547,-33.03009774,"Maternal, child and family health service",GP
Maternal And Child Health Centre - Footscray - Hyde Street 1 & 2,Footscray,VIC,3011,144.90055774,-37.80486683,"Maternal, child and family health service",GP
Premium Care Medical Practice,Salisbury Downs,SA,5108,138.62395347,-34.76929334,General practice service,GP
The Doctors Bushland Beach,Bushland Beach,QLD,4818,146.674996058888,-19.1995633676803,General practice service,GP
Clifton Springs Medical Centre,Clifton Springs,VIC,3222,144.55533569,-38.16094296,General practice service,GP
Allenby Gardens Medical Practice,Allenby Gardens,SA,5009,138.55298757,-34.90408848,General practice service,GP
Modern Medical - Craigieburn,Craigieburn,VIC,3064,144.91981768,-37.58309274,General practice service,GP
The Avenue Family Medical Clinic,Cranbourne North,VIC,3977,145.32764739,-38.08823501,General practice service,GP
Coomealla Health Aboriginal Corporation Wentworth,Wentworth,NSW,2648,141.919712,-34.105899,Aboriginal and Torres Strait Islander health service,GP
Brookland Medical Centre,Canning Vale,WA,6155,115.94160978,-32.0896516,General practice service,GP
Doctors At Ormeau Town Centre,Ormeau,QLD,4208,153.2528839111330,-27.786462783813500,General practice service,GP
Atticus Health - Hamilton Island,Whitsundays,QLD,4802,148.955495,-20.346606,General practice service,GP
Whitehorse Medical Centre,Mitcham,VIC,3132,145.19300842285200,-37.816104888916000,General practice service,GP
James St. Burleigh Medical Centre,Burleigh Heads,QLD,4220,153.45117325,-28.08960499,General practice service,GP
Peninsula Skin Cancer Centre,Mornington,VIC,3931,145.04571755,-38.22127407,Community cancer service,GP
Glenorie District Medical Centre,Glenorie,NSW,2157,151.009808,-33.603073,General practice service,GP
"15 Martins Lane, Viewbank",Viewbank,VIC,3084,145.08533225,-37.73191197,General practice service,GP
Ramsay Street General Practice,Cloncurry,QLD,4824,140.50762463,-20.70653568,General practice service,GP
Southbank Medical Clinic,Southbank,VIC,3006,144.96656799316400,-37.82766342163090,General practice service,GP
Northbridge Medical Centre,Perth,WA,6000,115.86365509033200,-31.947017669677700,General practice service,GP
Adelong Medical Centre,Adelong,NSW,2729,148.0601043701170,-35.30709457397460,General practice service,GP
Myhealth Medical Centre - Liverpool,Liverpool,NSW,2170,150.92535400390600,-33.92034149169920,General practice service,GP
Healthplus - Menai,Menai,NSW,2234,151.01147108,-34.01696131,General practice service,GP
Bethany Medical Centre,Engadine,NSW,2233,151.0155029296880,-34.06449508666990,General practice service,GP
Lancaster Medical Centre,Werribee,VIC,3030,144.67325276,-37.8966702,General practice service,GP
Greystanes Family Medical Practice,Greystanes,NSW,2145,150.941592,-33.819123,General practice service,GP
Noosa Health Centres - Sunrise Beach,Sunrise Beach,QLD,4567,153.10000610351600,-26.411537170410200,General practice service,GP
Craigieburn Medical Centre,Craigieburn,VIC,3064,144.94065856933600,-37.5992431640625,General practice service,GP
Bonya Community Health Centre,Anatye,NT,872,136.158447265625,-22.783782958984400,General practice service,GP
Healthone Quirindi,Quirindi,NSW,2343,150.6765594482420,-31.500391006469700,General practice service,GP
Gv Family Clinic,Shepparton,VIC,3630,145.40377735,-36.38070096,General practice service,GP
Bullsbrook Medical Centre,Bullsbrook,WA,6084,116.0311508178710,-31.67250633239750,General practice service,GP
Heathmont General Practice,Heathmont,VIC,3135,145.24351386,-37.8319241,General practice service,GP
Gowan Plaza Family Practice And Skin Cancer Surgery,Calamvale,QLD,4116,153.0592041015630,-27.624637603759800,General practice skin cancer service,GP
Two Wells Family Medical Centre,Two Wells,SA,5501,138.51424161,-34.59327452,General practice skin cancer service,GP
Egerton Drive Medical Centre,Aveley,WA,6069,115.98862752,-31.77641904,General practice service,GP
Gold City Medical Centre,Charters Towers City,QLD,4820,146.25713915492600,-20.075608261281800,General practice service,GP
Davidson Family Medical Practice,Davidson,NSW,2085,151.20162182,-33.74431969,General practice service,GP
Dr Tsang's Surgery,Greenacre,NSW,2190,151.0581512451170,-33.90314483642580,General practice service,GP
Famcare Medical Practice,Kellyville,NSW,2155,150.97023111,-33.70139247,General practice skin cancer service,GP
Allambie Medical Centre,Allambie Heights,NSW,2100,151.26292987,-33.77546082,General practice service,GP
Annandale General Practice,Annandale,NSW,2038,151.17413137,-33.88332433,"Maternal, child and family health service",GP
Spurling Medical,Kippa-Ring,QLD,4021,153.09304809570300,-27.2305850982666,General practice service,GP
The Clinic Tahmoor,Tahmoor,NSW,2573,150.593966,-34.219638,General practice service,GP
Mayfield Medical Centre,Mayfield,NSW,2304,151.7364501953130,-32.89775085449220,General practice service,GP
Mercy Health Service Albury Palliative Care,Albury,NSW,2640,146.91661928,-36.06928372,Nurse led clinic,GP
Marysville Medical Clinic,Marysville,VIC,3779,145.74822344,-37.51146316,General practice service,GP
Park Street General Practice,Geelong,VIC,3220,144.3693389892580,-38.15114974975590,General practice service,GP
Brookman Child Parenting Centre,Langford,WA,6147,115.9374,-32.03681,"Maternal, child and family health service",GP
Warrawong General Practice,Warrawong,NSW,2502,150.88775647996700,-34.483876902303500,General practice service,GP
Narrandera Medical Centre,Narrandera,NSW,2700,146.55381774902300,-34.74686813354490,General practice service,GP
Newpark Medical Centre,Girrawheen,WA,6064,115.82977572,-31.83560123,General practice service,GP
The Family And Sports Medicine Centre,Gladesville,NSW,2111,151.12989807128900,-33.8284912109375,General practice service,GP
Footscray Medical Clinic,Footscray,VIC,3011,144.89950561523400,-37.79899597167970,General practice service,GP
Camp Road Family Clinic,Broadmeadows,VIC,3047,144.92079162597700,-37.68513107299810,General practice service,GP
One Care Family Doctors,Upper Mount Gravatt,QLD,4122,153.07994,-27.55058,General practice service,GP
Roxburgh Park Medical Select,Coolaroo,VIC,3048,144.93209726,-37.64575175,General practice service,GP
Grillett Family Practice,Broken Hill,NSW,2880,141.46689699,-31.95659783,General practice service,GP
Majors Bay Medical Centre,Concord,NSW,2137,151.10352036,-33.85555464,General practice service,GP
Birchip Medical Clinic,Birchip,VIC,3483,142.9156036376950,-35.98015594482420,General practice service,GP
Raworth Medical,Singleton,NSW,2330,151.1682891845700,-32.56529235839840,General practice service,GP
North Strathfield Medical Practice,North Strathfield,NSW,2137,151.087967,-33.86356,General practice service,GP
Village Medical Centre - Highfields,Highfields,QLD,4352,151.9449920654300,-27.450550079345700,General practice service,GP
The Doctors Glendale,Glendale,NSW,2285,151.64267475,-32.93487258,General practice service,GP
Uts Health Service,Ultimo,NSW,2007,151.20159912109400,-33.884098052978500,General practice service,GP
Smart Scan And Lloyds Northside Clinic,Mount Pleasant,QLD,4740,149.15907287597700,-21.117284774780300,General practice service,GP
Warrnambool Community Health,Warrnambool,VIC,3280,142.4735702,-38.37933177,Aboriginal and Torres Strait Islander health service,GP
Beecroft Family & Skin Cancer Clinic,Beecroft,NSW,2119,151.06471833,-33.7491952,General practice service,GP
"Harrisdale Child Health Centre, Child And Adolescent Health Service - Community Health",Harrisdale,WA,6112,115.9295167,-32.12180586,"Maternal, child and family health service",GP
Healthmint Medical Centre Croydon,Croydon,VIC,3136,145.27929173,-37.79305038,General practice service,GP
Macleay Island Child Health,Macleay Island,QLD,4184,153.3657061,-27.63067306,"Maternal, child and family health service",GP
Elanora Heights Medical Practice,Elanora Heights,NSW,2101,151.280517578125,-33.695404052734400,General practice service,GP
Tieri Family Unit And Child Health Centre,Tieri,QLD,4709,148.34431393,-23.0373214,"Maternal, child and family health service",GP
Goulburn Medical Centre,Mooroopna,VIC,3629,145.35908095,-36.39515863,General practice service,GP
Stafford Skin Cancer Clinic And Medical Centre,Stafford,QLD,4053,153.01065216,-27.40957342,General practice service,GP
Aboriginal Health Service - Launceston,Launceston,TAS,7250,147.13942343,-41.44116142,General practice service,GP
Merri-Bek Family Doctors,Brunswick West,VIC,3055,144.9454279,-37.75422754,General practice service,GP
Alice St Medical Centre,Atherton,QLD,4883,145.47894287109400,-17.26473045349120,General practice service,GP
Canberra Family Health Centre,Deakin,ACT,2600,149.0956256,-35.31978922,General practice service,GP
Atune Health Centres - Cardiff,Cardiff,NSW,2285,151.65691762,-32.95154821,General practice service,GP
Orange Health Service Aboriginal Health Service,Orange,NSW,2800,149.09719047,-33.27603175,Nurse led clinic,GP
The Doctors Surgery Fairfield,Fairfield,NSW,2165,150.95553588867200,-33.86812973022460,General practice service,GP
Community Child Health - Southport,Southport,QLD,4215,153.40999927,-27.97105725,"Maternal, child and family health service",GP
Wyoming Medical And Dental Centre,Wyoming,NSW,2250,151.35020446777300,-33.403995513916000,General practice service,GP
Boyanup Child Health Centre,Boyanup,WA,6237,115.73143084,-33.48694662,"Maternal, child and family health service",GP
Maternal And Child Health Centre - Cobram,Cobram,VIC,3644,145.65018454,-35.91807134,"Maternal, child and family health service",GP
Top Health Doctors Beenleigh,Beenleigh,QLD,4207,153.20667776,-27.71771877,General practice service,GP
Glasshouse Mountains Medical Centre,Glass House Mountains,QLD,4518,152.95804243,-26.89807136,General practice service,GP
Box Hill Family Clinic - Rutland Road,Box Hill,VIC,3128,145.1259326,-37.82025581,General practice service,GP
Merthyr 7 Day Medical Centre,New Farm,QLD,4005,153.04706335,-27.46724387,General practice service,GP
Aspire Medical And Skin Centre,Hillside,VIC,3037,144.730712890625,-37.691062927246100,"Maternal, child and family health service",GP
Artarmon Medical Centre,Artarmon,NSW,2064,151.18312935,-33.80793198,General practice service,GP
Amity Family Practice,Boolaroo,NSW,2284,151.62303161621100,-32.9521598815918,General practice service,GP
Carbal Medical Services - Warwick,Warwick,QLD,4370,152.02694702148400,-28.219297409057600,General practice service,GP
St Clair Medical Practice,St Clair,NSW,2759,150.7884521484380,-33.79523468017580,General practice service,GP
Marketplace Medical Centre,Shepparton,VIC,3630,145.4239044189450,-36.38759994506840,General practice service,GP
Blackbutt Doctors Surgery,New Lambton,NSW,2305,151.70789546,-32.93384413,General practice service,GP
Lalor Park Medical Centre,Lalor Park,NSW,2147,150.9305877685550,-33.76154708862310,General practice service,GP
Westgroup Medical,St Albans,VIC,3021,144.79933265,-37.74230051,General practice service,GP
Royal Flying Doctors Health Group,Robinvale,VIC,3549,142.78105061,-34.58415086,General practice service,GP
Meadowbrook Medical Centre,Meadowbrook,QLD,4131,153.13785658,-27.66794785,General practice service,GP
Butler Village Medical Centre,Butler,WA,6036,115.6983871459960,-31.649356842041000,General practice service,GP
Maternal And Child Health Centre - Brighton East,Brighton East,VIC,3187,145.01425317,-37.91021994,"Maternal, child and family health service",GP
Port Family Practice,Port Macquarie,NSW,2444,152.91738900000000,-31.438272,General practice service,GP
Healthworks - Kangaroo Flat,Kangaroo Flat,VIC,3555,144.2412872314450,-36.80359649658200,General practice service,GP
Dr Eloise Fong Family Medical Practice,Riverwood,NSW,2210,151.05269849,-33.95051564,General practice service,GP
Glen Waverley General Practice,Glen Waverley,VIC,3150,145.16275893,-37.87857818,General practice service,GP
Bowral Skin Cancer & Cosmetic Clinic,Bowral,NSW,2576,150.41359637,-34.48516463,General practice skin cancer service,GP
Dr Irene Wong - General Practitioner,Melbourne,VIC,3000,144.96853637695300,-37.81098556518560,General practice service,GP
Midwest Aero Medical Centre,Beresford,WA,6530,114.61734008789100,-28.76335906982420,General practice service,GP
Doctors At Mill Park Medical Centre,Mill Park,VIC,3082,145.052734375,-37.66185760498050,General practice service,GP
Forsayth Primary Health Centre,Forsayth,QLD,4871,143.60425691,-18.58987026,Nurse led clinic,GP
Burleigh West Medical Centre,Burleigh Heads,QLD,4220,153.44335888,-28.09725553,General practice service,GP
Dr Dinh-Cuong Le Medical Practice,Cabramatta,NSW,2166,150.93560233,-33.89528512,General practice service,GP
Higgins Surgery,Higgins,ACT,2615,149.02711884,-35.23154013,General practice service,GP
Millennium Medical Centre - Spring Hill,Spring Hill,QLD,4000,153.02518085,-27.46442606,General practice service,GP
Myers Street Family Medical Practice,Geelong,VIC,3220,144.3618717,-38.15270668,General practice service,GP
Living Well With Dr Wilson,Berri,SA,5343,140.60532291,-34.28347893,General practice service,GP
Winnunga Nimmityjah Aboriginal Health Service,Narrabundah,ACT,2604,149.15457441,-35.33327351,General practice service,GP
Maternal And Child Health - Reservoir East Family Centre,Reservoir,VIC,3073,145.02219593,-37.71973411,"Maternal, child and family health service",GP
Gp's @ The Kids,Parkville,VIC,3052,144.94931030273400,-37.79349136352540,General practice service,GP
Guyra Health Service Child Family Health Nursing,Guyra,NSW,2365,151.67923197,-30.21266686,"Maternal, child and family health service",GP
South Yarra Medical,South Yarra,VIC,3141,144.98990282,-37.83903838,General practice service,GP
Bunbury Immunisation Clinic (Wa Country Health Service),Bunbury,WA,6230,115.64653734,-33.33414056,Walk-in centre,GP
Mackay City Medical,Mackay,QLD,4740,149.18780517578100,-21.14276123046880,General practice service,GP
Le Thai Medical Centre,Springvale,VIC,3171,145.15050592,-37.94963347,General practice service,GP
Hepatitiswa - The Deen Clinic,Northbridge,WA,6003,115.85667933,-31.94499579,General practice service,GP
North East Family Practice,Holden Hill,SA,5088,138.6687622,-34.8466589,General practice service,GP
Tedder Avenue Medical Practice,Main Beach,QLD,4217,153.42486023,-27.97844435,General practice service,GP
188 Medical,Arundel,QLD,4214,153.3877716064450,-27.934341430664100,General practice service,GP
Luddenham Medical Centre,Luddenham,NSW,2745,150.69425159,-33.88379423,General practice service,GP
First Care Medical Centre - Jordan Springs,Jordan Springs,NSW,2747,150.72535846,-33.72648472,General practice service,GP
Hyde & Partners Medical Practice,Gawler,SA,5118,138.74744546,-34.59642001,General practice service,GP
Millennium Medical Group,Spring Hill,QLD,4000,153.02518085,-27.46442606,General practice service,GP
Blackburn Specialist Centre,Blackburn,VIC,3130,145.15820286,-37.81750238,General practice service,GP
Medical Hq Maitland,Maitland,SA,5573,137.6739959716800,-34.37099838256840,General practice service,GP
Ramsgate Beach Family Medical Practice,Monterey,NSW,2217,151.14576721191400,-33.97544479370120,General practice service,GP
Wallumbilla Community Clinic,Wallumbilla,QLD,4428,149.1744384765630,-26.56756019592290,Nurse led clinic,GP
Loganlea Family Practice,Loganlea,QLD,4131,153.12107951,-27.67464874,General practice service,GP
Rich River Health Group,Echuca,VIC,3564,144.74899,-36.140152,General practice service,GP
Smith Brothers Medical Clinic,Woodridge,QLD,4114,153.10910197,-27.63312548,General practice service,GP
Surrey Downs Medical Centre,Surrey Downs,SA,5126,138.7018585205080,-34.80537414550780,General practice service,GP
Maternal And Child Health Centre - Essendon - Montgomery Park,Essendon,VIC,3040,144.93228149414100,-37.75588607788090,"Maternal, child and family health service",GP
Harmonie Medical Clinic,Salisbury,SA,5108,138.632912,-34.7632067,General practice service,GP
Maternal And Child Health Centre - Coburg,Coburg,VIC,3058,144.9688720703130,-37.74040222167970,"Maternal, child and family health service",GP
Middle Park Medical Centre,Middle Park,QLD,4074,152.92271423339800,-27.555492401123000,General practice service,GP
Dr Lee's Surgery,Hurlstone Park,NSW,2193,151.1311492919920,-33.9052848815918,General practice service,GP
Moreton Atsichs - Strathpine,Strathpine,QLD,4500,152.98760451,-27.30080095,General practice service,GP
Pialba Medical Centre,Pialba,QLD,4655,152.83662163,-25.28717846,General practice service,GP
Nedlands Medical Centre,Crawley,WA,6009,115.8150863647460,-31.983888626098600,General practice service,GP
Maternal And Child Health Centre - Werribee - Sister Rita Douglas,Werribee,VIC,3030,144.65546238,-37.88989406,"Maternal, child and family health service",GP
Plateau Family Medicine,Collaroy Plateau,NSW,2097,151.28660896,-33.72702324,General practice service,GP
Bunker Road Medical Centre,Victoria Point,QLD,4165,153.28092214,-27.58785302,General practice service,GP
The Cottage Surgery,Manly Vale,NSW,2093,151.267286,-33.782602,General practice service,GP
Myhealth Yarrabilba,Yarrabilba,QLD,4207,153.10229617,-27.80256695,General practice service,GP
Dianella Family Medical Centre,Dianella,WA,6059,115.877476,-31.901619,General practice service,GP
Doctors At Westland,Whyalla Norrie,SA,5608,137.53529,-33.03009,General practice service,GP
Gpg Gp Clinic,Dandenong,VIC,3175,145.22080993652300,-37.97771453857420,General practice service,GP
Curalo Medical Clinic,Eden,NSW,2551,149.9026641845700,-37.05130386352540,General practice service,GP
Northern Medical Centre,Salisbury South,SA,5106,138.65362548828100,-34.783206939697300,General practice service,GP
Spearwood Medical Centre,Spearwood,WA,6163,115.78234100341800,-32.094173431396500,General practice service,GP
The Centre Doctors,Forestville,NSW,2087,151.21515792,-33.76235665,General practice service,GP
Cowra Community Health Centre Aboriginal Health Service,Cowra,NSW,2794,148.6924591064450,-33.83194351196290,Nurse led clinic,GP
"Maternal And Child Health Centre - Bendigo - ""The Mews""",Bendigo,VIC,3550,144.27964782714800,-36.75811767578130,"Maternal, child and family health service",GP
"Edith Cowan University, Student Health Service - Mt Lawley",Mount Lawley,WA,6050,115.8690185546880,-31.919095993042000,General practice service,GP
Maternal And Child Health Centre - Wallan,Wallan,VIC,3756,144.97645568847700,-37.41315841674810,"Maternal, child and family health service",GP
Walter Road East General Practitioners,Bayswater,WA,6053,115.92460632324200,-31.895076751709000,General practice service,GP
Dr Anh Lang Mach,Bankstown,NSW,2200,151.03388283,-33.91995552,General practice service,GP
Robinvale District Health Services - Manangatang Campus,Manangatang,VIC,3546,142.88057444,-35.05104985,"Maternal, child and family health service",GP
Coorparoo Child Health,Coorparoo,QLD,4151,153.0562211,-27.49582765,"Maternal, child and family health service",GP
Wollombi Medical Practice,Cessnock,NSW,2325,151.34109497070300,-32.840370178222700,General practice service,GP
Dr Nyen Ling Yoong,Millers Point,NSW,2000,151.20410496,-33.85825213,General practice service,GP
Gracemere Medical Centre,Gracemere,QLD,4702,150.456004,-23.437366,General practice skin cancer service,GP
Parkside Family Practice,Parkside,SA,5063,138.62503051757800,-34.95092010498050,General practice service,GP
Dr W. S. Cheung Yap Surgery,Box Hill,VIC,3128,145.122802734375,-37.822349548339800,General practice service,GP
Cabrini - Asylum Seeker And Refugee Health Hub,Northcote,VIC,3070,144.99661756,-37.77462802,General practice service,GP
Mcnamara Clinic,Airport West,VIC,3042,144.8811337,-37.72481629,General practice service,GP
Asquith Medical Centre,Asquith,NSW,2077,151.108154296875,-33.68757247924810,General practice service,GP
Ingleburn Family Practice,Ingleburn,NSW,2565,150.8671112060550,-33.99899673461910,General practice service,GP
Lindsay Street Medical Centre,East Toowoomba,QLD,4350,151.9645233154300,-27.56076431274410,General practice service,GP
Kerang District Health,Kerang,VIC,3579,143.91690902,-35.72482903,Nurse led clinic,GP
Ave Maria Medical Centre,Redland Bay,QLD,4165,153.30551147460900,-27.63694953918460,General practice service,GP
Baldivis Medical Centre,Baldivis,WA,6171,115.81368255615200,-32.334083557128900,General practice service,GP
Mudgee Community Health Centre Wellbeing And Activities Program (Waap),Mudgee,NSW,2850,149.58711153,-32.60236987,Nurse led clinic,GP
Maternal And Child Health Centre - Tarralla,Ringwood East,VIC,3135,145.26322824,-37.82237043,"Maternal, child and family health service",GP
Myora Medical General Practice,Fairlight,NSW,2094,151.27719116210900,-33.7957763671875,General practice service,GP
Cunderdin Child Health Centre,Cunderdin,WA,6407,117.23988539,-31.64952348,"Maternal, child and family health service",GP
Westwood Medical Centre,Angle Park,SA,5010,138.55718848,-34.85899215,General practice service,GP
Scott Street Medical Centre,Melton,VIC,3337,144.57528686523400,-37.676795959472700,General practice service,GP
The Practice At Clem Jones Centre,Carina,QLD,4152,153.09877318,-27.49274663,General practice service,GP
Loch Street Medical Centre,Yarragon,VIC,3823,146.06147218,-38.20414491,General practice service,GP
Franklin General Practice,Franklin,ACT,2913,149.14742689,-35.20083695,General practice service,GP
My Dr Medical Centre,Belmont,WA,6104,115.93911,-31.94264,General practice service,GP
Northland Medical Centre,Preston,VIC,3072,145.0301055908200,-37.740638732910200,General practice service,GP
Jabiru Health Centre,Jabiru,NT,886,132.83523412,-12.6727683,Aboriginal and Torres Strait Islander health service,GP
Crows Nest Medical Practice,Crows Nest,NSW,2065,151.20249793,-33.82953994,General practice service,GP
Eastbrooke Family Clinic - Doncaster,Doncaster East,VIC,3109,145.16604614257800,-37.76822280883790,General practice service,GP
Kensington Healthcare,Kensington,VIC,3031,144.9303436279300,-37.79468536376950,General practice service,GP
Ellen Health General Practice,Fremantle,WA,6160,115.75665282,-32.06203053,General practice service,GP
Dr Shawn Powell,Bluff Point,WA,6530,114.62261898,-28.74243705,General practice service,GP
Dr Rindani's Surgery,Oak Flats,NSW,2529,150.81983742,-34.56574364,General practice service,GP
Argyle Medical Centre - Goulburn,Goulburn,NSW,2580,149.72432801,-34.74935168,General practice service,GP
Forest Lodge Child & Family Health Centre,Forest Lodge,NSW,2037,151.18014164,-33.88376099,"Maternal, child and family health service",GP
Commercial Road Medical Centre,Ferntree Gully,VIC,3156,145.27993748,-37.87963875,General practice service,GP
Northside Health,Coffs Harbour,NSW,2450,153.13728102,-30.30193969,General practice service,GP
Wolli Creek Family Practice,Wolli Creek,NSW,2205,151.15370178222700,-33.92991638183590,General practice service,GP
Parkes Street General Practice,Helensburgh,NSW,2508,150.98106384277300,-34.191104888916000,General practice service,GP
Theodore Medical Centre,Theodore,QLD,4719,150.07532626,-24.94306516,General practice service,GP
Shepparton Gp Medical Practice And Acupuncture Clinic,Shepparton,VIC,3630,145.40216527,-36.36945954,General practice service,GP
Queen Street Medical Centre - Brisbane City,Brisbane City,QLD,4000,153.02578776,-27.46973857,General practice service,GP
Craigieburn One Health Medical Centre,Craigieburn,VIC,3064,144.89517941,-37.59146501,General practice service,GP
Barkly St Medical Clinic,West Footscray,VIC,3012,144.8754425048830,-37.79682159423830,General practice service,GP
Redcliffe Hospital - Maternity/antenatal Clinic,Redcliffe,QLD,4020,153.1043535,-27.22804847,"Maternal, child and family health service",GP
Kempsey Community Health Centre,West Kempsey,NSW,2440,152.820803,-31.06775054,"Maternal, child and family health service",GP
Guardian Medical Highpoint,Maribyrnong,VIC,3032,144.88880589,-37.77329194,General practice service,GP
Boothroyd Medical Services,Inala,QLD,4077,152.97513444,-27.59970432,General practice service,GP
Cranbourne Road Medical Centre,Frankston,VIC,3199,145.14004516601600,-38.146671295166000,General practice service,GP
Berrigan Medical Centre,Berrigan,NSW,2712,145.8133544921880,-35.662254333496100,General practice service,GP
Myhealth Ashmore Plaza,Ashmore,QLD,4214,153.3832550048830,-27.98710060119630,General practice service,GP
Parklea Medical Centre,Glenwood,NSW,2768,150.9382781982420,-33.73908615112310,General practice service,GP
Centacare Caboolture Bribie & Moreton Bay Region - Bongaree,Bongaree,QLD,4507,153.16284513,-27.07648483,Aboriginal and Torres Strait Islander health service,GP
Bass Hill Plaza Medical Centre,Bass Hill,NSW,2197,150.99315389,-33.8998681,General practice service,GP
Hopetoun Medical Centre,Hopetoun,WA,6348,120.12670135498000,-33.948089599609400,General practice service,GP
Dr Low Surgery,Raymond Terrace,NSW,2324,151.774898,-32.762154,General practice service,GP
Wellness Medical Clinic,Shepparton,VIC,3630,145.3990408,-36.3730134,General practice service,GP
Granite Belt Medical Service,Stanthorpe,QLD,4380,151.93450927734400,-28.65465545654300,General practice service,GP
The Gympie Clinic,Gympie,QLD,4570,152.662859,-26.184392,General practice service,GP
Dynamic Doctors Group,Greenfields,WA,6210,115.75261688232400,-32.530941009521500,General practice service,GP
Southern Downs Medical Pty Ltd,Stanthorpe,QLD,4380,151.93038940429700,-28.65546989440920,General practice service,GP
